Brewery_Name,Overall_review,Aroma_review,Appearance_review,Beer_type,Review_taste,Beer_name,Beer_abv
Niagara Brewing Company,4,4,4,Eisbock,4,Niagara Eisbock 2004,8
Niagara Brewing Company,4,4,4.5,Eisbock,4,Niagara Eisbock 2006,8
Niagara Brewing Company,4.5,4.5,5,Eisbock,4.5,Niagara Eisbock 2005,8
Coastal Brewery,4,3.5,3.5,Russian Imperial Stout,3.5,Kernow Imperial Stout,9
Brouwerij Drie Fonteinen,4.5,5,4.5,Gueuze,4.5,Drie Fonteinen Oude Geuze,6
Wakonda Brewing Company,4,4,4,American Double / Imperial Stout,4,Black Elk Stout,11
Brouwerij Drie Fonteinen,5,4.5,4.5,Gueuze,5,Geuze Cuvée J&J (Joost En Jessie) Blauw (Blue),6.5
Nail Brewing Australia Pty Ltd,5,4.5,4.5,Russian Imperial Stout,4.5,Clout Stout,10.6
Brouwerij Drie Fonteinen,4.5,4.5,4.5,Gueuze,4.5,Armand'4 Oude Geuze Winter,6
Brouwerij Drie Fonteinen,4.5,3.5,4,Gueuze,4.5,Drie Fonteinen Doesjel,6
Brouwerij Drie Fonteinen,5,4.5,4,Gueuze,5,Drie Fonteinen Oude Geuze Vintage,6
Brouwerij Drie Fonteinen,5,5,5,Gueuze,5,Drie Fonteinen Oude Geuze 1998 (50th Anniversary),6
Brouwerij Drie Fonteinen,4.5,5,4,Lambic - Unblended,4,Jonge Lambik,5
Brouwerij Drie Fonteinen,5,5,5,Gueuze,5,Drie Fonteinen Millennium Gueuze,7
Brouwerij Drie Fonteinen,4.5,4.5,5,Gueuze,5,Armand'4 Oude Geuze Zomer (Summer),6
Brouwerij Drie Fonteinen,4.5,4.5,4.5,Gueuze,4.5,Armand'4 Oude Geuze Herfst (Autumn),6
Brouwerij Drie Fonteinen,5,5,5,Gueuze,5,Armand'4 Oude Geuze Lente (Spring),6
Brouwerij Drie Fonteinen,4.5,5,4.5,Gueuze,4.5,"Oude Gueuze ""Selectie C""",7
Brouwerij Drie Fonteinen,4.5,4,5,Gueuze,4,Geuze Cuvée J&J (Jessie En Joost) Roos (Rose),6.5
Brouwerij Drie Fonteinen,4.5,5,4.5,Lambic - Unblended,4.5,Oude Lambik,5
"Wild Duck Brewery, Restaurant And Music Hall",4.5,4,4,American Barleywine,4.5,Lucifer's Angel,13.3
Laurelwood Public House & Brewery,4.5,4.5,3.5,American Double / Imperial IPA,3.5,Imperial Workhorse Double India Pale Ale,9.5
Laurelwood Public House & Brewery,4,5,4.5,American Barleywine,3.5,Bourbon Barrel Olde Reliable,
Laurelwood Public House & Brewery,4,4,4,American Barleywine,4,Old Reliable,
Laurelwood Public House & Brewery,4,4,3.5,American Double / Imperial IPA,4,Sun Woo Kong Imperial Monkey IPA,
Sonoran Brewing Company,4,3.5,3.5,American Double / Imperial Stout,4,Inebriator Stout,9.1
Independence Brewing Co.,4.5,3.5,4,American Double / Imperial IPA,4,All Seeing (Eye) PA,8.8
Blue Heron BrewPub,4.5,4,3.5,Quadrupel (Quad),4,Re-animator,9
Bayerische Staatsbrauerei Weihenstephan,4.5,4,4,Weizenbock,4,Weihenstephaner Vitus,7.7
Potters Hotel & Brewery (Hunter Beer Co),4,3,4,American Double / Imperial IPA,4,Hunter Cranky Pants IPA,7.5
Ithaca Beer Company,4,4.5,4,American Wild Ale,4.5,Geektoberfest,
Ithaca Beer Company,4,3.5,4,American Wild Ale,4,Frute #2,7.2
Ithaca Beer Company,4,4,4,Belgian IPA,4,IPAbbey (Excelsior! Series),9
Ithaca Beer Company,5,5,5,American Wild Ale,5,LeBleu,5.4
Ithaca Beer Company,5,5,4.5,American Wild Ale,4.5,Brute,6.5
Ithaca Beer Company,4.5,3.5,3.5,American Wild Ale,4,Lucky Fairy,
Ithaca Beer Company,4.5,4,4,American Wild Ale,5,Frute #1,
Ninkasi Brewing Company,4,4,4,American Double / Imperial Stout,4,Imperiale High Gravity Stout,9.1
Ninkasi Brewing Company,5,5,5,American Double / Imperial IPA,5,Tricerahops Double IPA,8.8
Angry Minnow Brewpub,4,4,4.5,American Double / Imperial IPA,4,Tre Svends Imperial IPA,
Foothills Brewing Company,4,4,4,American Double / Imperial IPA,4,Bourbon Barrel Aged Seeing Double IPA,9.5
Flying Monkeys Craft Brewery,4.5,4,4,American Barleywine,4,Flying Monkeys Riley Wine,18
Foothills Brewing Company,4,3.5,4.5,American Double / Imperial Stout,4.5,Olde Rabbit's Foot,10.13
Foothills Brewing Company,4,4,4,Russian Imperial Stout,4.5,Barrel Aged Sexual Chocolate,9.75
Sarmat,4,4,4,Baltic Porter,4,Sarmat Porter,6
Flying Monkeys Craft Brewery,4.5,3.5,4,American Black Ale,4,Flying Monkeys Netherworld Cascadian Dark Ale,6.2
Guinness Anchor Berhad / Sungei Way Brewery,4,4,4.5,Foreign / Export Stout,4.5,Guinness Foreign Extra Stout (Malaysia),5
Flying Monkeys Craft Brewery,4,4,4,Baltic Porter,4,Flying Monkeys Waffleface Maple Imperial Baltic Porter,14.5
Flying Monkeys Craft Brewery,4,4,4,American Double / Imperial Stout,4.5,Flying Monkeys Big Nib,8
Flying Monkeys Craft Brewery,4.5,4,4,American Double / Imperial Stout,4,Flying Monkeys Adils Bad Ass Chaos Theory Imperial Wheat Stout,9
Flying Monkeys Craft Brewery,4.5,5,4.5,American Double / Imperial IPA,4.5,Flying Monkeys Quint,18
Flying Monkeys Craft Brewery,4,4,4,American Black Ale,4,Flying Monkeys Super Collider Black IPA,12
Boneyard Beer Company,5,4,4.5,American Double / Imperial IPA,4.5,Hop Venom Double IPA,10
Boneyard Beer Company,5,5,5,American Double / Imperial IPA,5,Notorius IPA3,12
Boneyard Beer Company,4.5,4,4.5,American Black Ale,4.5,Armored Fist Double CDA,10
Boneyard Beer Company,4.5,4,4,American Double / Imperial Stout,4.5,Suge Knite,14
"Lakefront Brewery, Inc.",4.5,4.5,4,American Black Ale,4,IBA,6.5
"Lakefront Brewery, Inc.",4,4,4,Baltic Porter,4,Dan Brewed A Baltic Porter,8.5
C.H. Evans Brewing Company,4.5,5,4,Weizenbock,5,Smoked Weizenbock,6.2
C.H. Evans Brewing Company,4.5,4.5,4,Weizenbock,4.5,Miloweizen,6.7
Sarasota Brewing Company,4,3,3.5,American Double / Imperial IPA,4,Winter '10-'11 Imperial Pils,8
Beau's All Natural Brewing Company,4,3.5,4,American Double / Imperial Stout,4,Matt's Sleepy Time Belgian Imperial Stout,8
Santa Fe Brewing Company,4,3.5,4,American Double / Imperial Stout,4,Imperial Java Stout,8
Santa Fe Brewing Company,4,4,4,American Wild Ale,4,Wild Ale #5,
Santa Fe Brewing Company,4.5,5,4,American Barleywine,5,Barrel Aged Chicken Killer Barley Wine,10.2
Santa Fe Brewing Company,4,4.5,4.5,American Double / Imperial IPA,4.5,Imperial Yippee IPA,9.5
Santa Fe Brewing Company,5,5,4.5,American Wild Ale,5,Wild Ale #6 Bordeaux Barrel Series,5
Santa Fe Brewing Company,4.5,4.5,4,American Wild Ale,4.5,Wild Ale #1,
Pelican Pub & Brewery,4.5,4,4,Foreign / Export Stout,4.5,Oak Aged Tsunami Stout,7
Pelican Pub & Brewery,4,4.5,4,Foreign / Export Stout,4,Tsunami Stout,7
Pelican Pub & Brewery,4.5,4,3.5,Belgian IPA,4.5,Le Fleur Ambre,
Epic Brewing Co.,4,4,3,American Double / Imperial Stout,4,Jack Mormon Coffee Stout,8.1
Epic Brewing Co.,4.5,4.5,4,American Double / Imperial Stout,4,Big Bad Baptist,11.7
Northwest Brewwërks,4,2.5,4,Russian Imperial Stout,2.5,Simple Stout,
Bright Brewery,4,3.5,3.5,Russian Imperial Stout,4,Stubborn Russian,7.5
Wig And Pen,4,4,4,Flanders Red Ale,4.5,Flemm,7.1
Wig And Pen,4,4,4,American Black Ale,4,Obama IPA,7
Wig And Pen,4,4,4,Weizenbock,3.5,Goatee,6.5
Wig And Pen,4,3,4,American Double / Imperial IPA,4,Venom Double IPA,7
Wig And Pen,4.5,4,4,Flanders Red Ale,4,Stagger-red Through The Tulips,5.4
Brouwerij Bosteels,4,4.5,4.5,Bière de Champagne / Bière Brut,5,DeuS (Brut Des Flandres),11.5
Boulder Beer / Wilderness Pub,4,4,3.5,American Double / Imperial IPA,4.5,Mojo Risin' Double IPA,10.5
Boulder Beer / Wilderness Pub,4,4,4.5,Russian Imperial Stout,4,Obovoid Oak-Aged Oatmeal Stout,8
Boulder Beer / Wilderness Pub,4.5,4,4,American Barleywine,4.5,Bourbon Barrel Killer Penguin,10
Ska Brewing Co.,4,4,4,Foreign / Export Stout,4,Local Series Merlo Stout #12,9.5
Ska Brewing Co.,4,4,4,American Wild Ale,4,Ska Sour,
Ska Brewing Co.,4.5,4,5,American Black Ale,5,The One Eyed Monster,
Dark Horse Brewing Company,4,4,4,Russian Imperial Stout,3.5,Dark Horse Bourbon Barrel Aged Plead The 5th,14
Ska Brewing Co.,4,3.5,4,Baltic Porter,3.5,Nefarious Ten Pin Imperial Porter,8
Two Brothers Brewing Company,4,3.5,3.5,American Double / Imperial IPA,4,Hop Juice Double India Pale Ale,9.9
Big Boss Brewing,4,4,4,Belgian IPA,4,High Roller IV (Brewer's IPA Series #3),8
Big Boss Brewing,4,4.5,4.5,American Double / Imperial IPA,4,Deuces Wild Double IPA,9
Big Boss Brewing,5,4.5,4.5,American Double / Imperial IPA,4,High Roller II (Brewer's IPA Series #1),7.5
Captured By Porches Brewing Company,4,3,3,American Double / Imperial IPA,3.5,Yggdrasil Imperial Pale,7.8
Brasserie de l'Abbaye du Val-Dieu,4,4,4,Quadrupel (Quad),4,Val-Dieu Grand Cru,10.5
Scuttlebutt Brewing Company,4,3,4,Weizenbock,4.5,10 Degrees Below,7.4
Manayunk Brewery and Restaurant,4.5,4,4,American Barleywine,4.5,Nokdechiloff American Barleywine,12.7
Pyraser Bier GmbH & Co. KG,4.5,4.5,4.5,Weizenbock,4.5,Weizen-Bock,6.8
Columbia River Brewing Co.,4,3.5,4,American Double / Imperial IPA,4,"Ground ""N"" Pound",7.7
Columbia River Brewing Co.,4,3.5,4,American Double / Imperial Stout,4,Drunken Elf Stout,9
Columbia River Brewing Co.,4.5,4,4.5,American Black Ale,4,Nyctophobia IPA,
Brewery Vivant,4.5,4.5,4,American Wild Ale,4.5,Angeliah,8.5
Brewery Vivant,4,4,4.5,American Double / Imperial Stout,4,Heavy Handed: Double Chocolate Stout,7.5
Ferme Brasserie Schoune,4,4,4,Gueuze,4,Schoune Gueuze La Spontanée 2005,8
Red Brick Station,4,4.5,4,Russian Imperial Stout,4,Pershings Imperial Stout,9.5
Lawson's Finest Liquids,5,4.5,4.5,American Double / Imperial IPA,4.5,Double Sunshine IPA,8
Lawson's Finest Liquids,4,3.5,3.5,American Double / Imperial Stout,3.5,Fayston Maple Imperial Stout,10.1
Brugge Brasserie,4.5,4,3.5,American Wild Ale,3,Pookah,6
Lawson's Finest Liquids,4,4,4,American Black Ale,4,Vermont Black Ale,5
Lawson's Finest Liquids,4,4.5,4,American Double / Imperial Stout,4,Bourbon Barrel Aged Fayston Maple Imperial Stout,11
Lawson's Finest Liquids,4.5,4.5,4.5,American Double / Imperial Stout,5,Maple Barrel Aged Fayston Maple Imperial Stout,12
Lawson's Finest Liquids,4.5,5,4,American Wild Ale,5,Funky Sunshine,7
Lawson's Finest Liquids,5,4.5,5,American Double / Imperial IPA,4.5,Hop Song Imperial IPA,9
Lawson's Finest Liquids,4.5,4,4.5,American Double / Imperial Stout,4,Oaked Fayston Maple Imperial Stout,10.1
Dark Horse Brewing Company,5,4.5,4.5,American Double / Imperial IPA,5,Dark Horse Super Juice,16
Dark Horse Brewing Company,4.5,4.5,4,American Wild Ale,4.5,Dark Horse Whiskey Richard Lambeak,8
Dark Horse Brewing Company,4,4.5,3,American Double / Imperial Stout,4.5,Aigre (Sour) Plead The 5th,
Dark Horse Brewing Company,4,4,4,Belgian IPA,3.5,SO IN Oats,6.25
Dark Horse Brewing Company,4.5,4.5,4.5,American Wild Ale,5,King Of The Forest,
Beer Works,4,4,4.5,Belgian IPA,4.5,Houblon Rouge,
Dark Horse Brewing Company,4.5,4.5,4.5,Russian Imperial Stout,4.5,Plead The 5th Imperial Stout,12
Dark Horse Brewing Company,4,4,4,Belgian IPA,4,Hop 2 Wit,7
Dark Horse Brewing Company,4,4,3,American Wild Ale,4,Dark Horse Lambeak Wants Peachy,
Dark Horse Brewing Company,4.5,4.5,4,American Barleywine,4,Three Guy Off The Scale Barley Wine,15
Dark Horse Brewing Company,4,3.5,4.5,American Barleywine,4,Frog Island Spruce Ale (brewed By Dark Horse),10.5
Dark Horse Brewing Company,4,3.5,4,Baltic Porter,4,Dark Horse Thirsty Trout Porter,6.5
Blackfoot River Brewing Company,4,4.5,4,American Double / Imperial IPA,4.5,Double Citra IPA,9.3
Blackfoot River Brewing Company,4,4.5,4,American Barleywine,4.5,Blackfoot River Brewer's Reserve Barley Wine Ale,10.8
Red Eye Brewing Company,4.5,3.5,4.5,American Double / Imperial IPA,4,Serendipity,7.75
Red Eye Brewing Company,4,4,4,American Double / Imperial Stout,4,Charlatan,7.6
Beer Works,4,4,3.5,Weizenbock,4,Yawkey Way Wheat Bock,
Beer Works,4.5,4,4,American Double / Imperial IPA,4,Mad Hops,8
Beer Works,4,3.5,4,Quadrupel (Quad),4,Belgian Quadrupel,
Beer Works,4,3.5,3,American Barleywine,4.5,Ben Nevis Barley Wine,8
Beer Works,4,4,4,American Black Ale,4,Habañero Black IPA,
Port Townsend Brewing Company,4.5,4,4.5,American Double / Imperial Stout,4,Mabel's Best,
Port Townsend Brewing Company,4,4,4,American Double / Imperial IPA,4,Glass Kisser,
Port Townsend Brewing Company,4.5,4.5,4.5,American Double / Imperial Stout,5,Bourbon Barrel Aged Mabel's Best Imperial Stout,
Port Townsend Brewing Company,4,4,4,American Double / Imperial IPA,4,Imperial Hop Diggidy,
Port Townsend Brewing Company,5,4.5,4.5,American Barleywine,4.5,French Oak Aged Barleywine,
Port Townsend Brewing Company,4,4,4,American Wild Ale,4.5,Luciferous,
Highland Brewing,4,3.5,4,American Double / Imperial IPA,4,Highland Barrel Aged Kashmir IPA,
Highland Brewing,4,4,4,American Double / Imperial Stout,4,Highland Imperial Black Mocha Stout,9.5
Highland Brewing,4,4,4,Russian Imperial Stout,4.5,Highland Bourbon Aged Imperial Black Mocha Stout,10
barVolo,4,4,4,Foreign / Export Stout,4,House Ales Biergotter Dieu De Ciel Lendemain De Veille,6.5
barVolo,4,4.5,4,Russian Imperial Stout,4,House Ales Swag Out Stout (Barrel Aged),
barVolo,4,4,4.5,Quadrupel (Quad),4,House Ales Funkified Abbey Normal,8
barVolo,4,4,4,American Black Ale,4,House Ales Biergotter V,5.5
barVolo,4,4,4,Russian Imperial Stout,4,House Ales Swag Out Stout,
Mayfield Brewing Company,4.5,4,4,Russian Imperial Stout,4.5,Iconoclast Nocturna,10.7
Suginoya Brewery (Hamachi Shuzo K.K.),5,4.5,5,Foreign / Export Stout,4.5,Suginoya Stout,6
Copper Canyon Brewery,4.5,4.5,4,Russian Imperial Stout,4,Copper Canyon Bourbon CCCP Imperial Stout,11.5
Copper Canyon Brewery,4,4.5,4,American Double / Imperial IPA,4,Copper Canyon 7 C's Imperial IPA,8
Mother's Brewing Company,4,4,3,American Barleywine,4.5,Foggy Notion,10
Appalachian Brewing Company,4.5,4,4,American Barleywine,4.5,Broad Street Barley Wine,8.7
Appalachian Brewing Company,4,4,4,Quadrupel (Quad),4,Koning De Quad,11.41
Two Brothers Brewing Company,4,4,4,Russian Imperial Stout,4,Cocoa Northwind Imperial Stout,9.1
Two Brothers Brewing Company,4.5,4,4,American Wild Ale,4.5,Public Domaine + 10,6.5
Two Brothers Brewing Company,5,4.5,4.5,Russian Imperial Stout,5,Paradise Imperial Stout,
Two Brothers Brewing Company,4,4,4,Russian Imperial Stout,4.5,Iditarod Imperial Stout,7.25
Two Brothers Brewing Company,4,4.5,4,American Wild Ale,4,Askew,6.5
Two Brothers Brewing Company,4,4.5,4.5,Russian Imperial Stout,4,Door County Cherry Stout,9.1
Two Brothers Brewing Company,4,4,4,American Wild Ale,4.5,Hoodwink,
Two Brothers Brewing Company,4,4,3.5,American Black Ale,4,Hop Juice Black,9.9
Columbus Brewing Company,4,5,4.5,Belgian IPA,4.5,Columbus Big Frank,9.3
Columbus Brewing Company,4,4,4,American Barleywine,4,Columbus Creeper,10
Columbus Brewing Company,5,4,3.5,American Double / Imperial Stout,4.5,Columbus Turkey Neck,9.5
Columbus Brewing Company,4,3.5,4,American Double / Imperial Stout,4,Columbus Imperial Stout,
Columbus Brewing Company,4.5,4,4,American Barleywine,4.5,Columbus Batch 1000,10
Columbus Brewing Company,4,4,4,American Barleywine,4,Columbus Barley Wine,9
Columbus Brewing Company,4.5,5,3,American Double / Imperial IPA,4.5,Columbus Oak Aged Creeper,
Columbus Brewing Company,4.5,4,4,American Black Ale,4.5,Columbus Black IPA,7.5
Columbus Brewing Company,4,4.5,4,American Double / Imperial IPA,4,Columbus Bodhi DIPA,8
Columbus Brewing Company,4.5,4,4,Russian Imperial Stout,4.5,Columbus Russian Imperial Stout,
Columbus Brewing Company,4,4.5,4,American Black Ale,4.5,Columbus Nightstick IPA,
Half Pints Brewing Company,4.5,4,4.5,Baltic Porter,4,Pothole Porter,7.9
Half Pints Brewing Company,4,4.5,4,American Black Ale,4,Black Scrapper IPA,6
Half Pints Brewing Company,4,3.5,4,American Double / Imperial IPA,4,Humulus Ludicrous,8
Half Pints Brewing Company,4,4,4,American Double / Imperial Stout,4.5,$ellout $tout,8.2
Sixpoint Brewery,4.5,4.5,4.5,Belgian IPA,4,Belgian Double IPA,10.2
Sixpoint Brewery,4.5,5,4,American Wild Ale,4.5,Sour Diesel,6.5
Sixpoint Brewery,4.5,3.5,4,Baltic Porter,4,SMP,7.8
Sixpoint Brewery,4,4,4.5,Russian Imperial Stout,3.5,Bolshoi,10.2
Brugge Brasserie,4,4,4,American Wild Ale,4,Harvey,6
Brugge Brasserie,4,4,3.5,American Wild Ale,4,Diamond Kings Of Heaven 2008,6
Brugge Brasserie,4.5,4,4,American Wild Ale,4.5,Very Bad Kitty,10
Brugge Brasserie,4.5,4.5,4,American Wild Ale,4.5,Bad Kitty,
Brugge Brasserie,4,4.5,4,American Wild Ale,4,Diamond Kings Of Heaven 2009,12
Scotch Irish Brewing Company,4.5,2,5,Russian Imperial Stout,3.5,John By Imperial Stout,8.7
Scotch Irish Brewing Company,4,4,3.5,American Double / Imperial IPA,4.5,Summit Pale Ale,8
Scotch Irish Brewing Company,5,4.5,5,Russian Imperial Stout,4.5,Tsarina Katarina Cinammon 2006,
Nectar Ales,4.5,4.5,4,American Double / Imperial Stout,4.5,Black Xantus,11
Appalachian Brewing Company,4,4,4,American Double / Imperial Stout,4,Fog Of War Imperial Stout,7.2
Appalachian Brewing Company,4,4.5,3.5,American Double / Imperial IPA,4,IPAtwo (Summit),7.57
Appalachian Brewing Company,4,4.5,3.5,American Double / Imperial IPA,4,IPAthree (Cascade),7.57
Appalachian Brewing Company,4,3.5,3.5,Weizenbock,4,Volks Weizenbock,7.2
Appalachian Brewing Company,4,3.5,3.5,American Double / Imperial IPA,3.5,IPAone (Nugget),7.57
Upland Brewing Company,4.5,5,4.5,Gueuze,5,Sour Reserve,
Upland Brewing Company,4,4,4,Russian Imperial Stout,4.5,Teddy Bear Kisses,10.2
Upland Brewing Company,5,4,4.5,Baltic Porter,4.5,Badder Elmer's Porter,6.6
Upland Brewing Company,4,4,4,American Wild Ale,4,Dantalion Dark Wild Ale,8.5
Olde Hickory Brewery,4,4,3.5,American Double / Imperial Stout,4,Olde Rabbit's Foot Bourbon Barrel-Aged Imperial Stout (2009),10.13
Olde Hickory Brewery,4.5,4.5,3.5,American Double / Imperial Stout,4.5,Lindley Park,10
Olde Hickory Brewery,4.5,4.5,5,American Double / Imperial Stout,4.5,The Event Horizon,8.5
Olde Hickory Brewery,5,5,4.5,American Barleywine,4.5,Olde Rip Barrel Aged Barleywine,
Olde Hickory Brewery,4.5,4.5,4,American Barleywine,4.5,Bardstown Brand Ale Aged In Bourbon Barrels,10
Indigo Imp Brewery,4,4,4,Belgian IPA,4,Firebrand,6.9
Lost Coast Brewery and Cafe,4,4.5,4,American Double / Imperial Stout,4,8 Ball Stout - Bourbon Barrel Aged,9
Lost Coast Brewery and Cafe,4,3,3.5,American Barleywine,4,Fogcutter Barleywine (Oak Aged),
Lost Coast Brewery and Cafe,4.5,4,4,American Barleywine,4,Fogcutter Barleywine,
Lost Coast Brewery and Cafe,4,3.5,3.5,American Double / Imperial IPA,4,Double Trouble IPA,8.5
Flat Branch Pub & Brewery,4,3.5,3.5,American Barleywine,3.5,Old Cave Dweller Barley Wine,10.1
Celtic Bayou,4.5,4.5,4.5,Russian Imperial Stout,4.5,O'Rourke Russian Imperial Stout,8.5
Celtic Bayou,4,3.5,4.5,Foreign / Export Stout,4,Black Pool Extra Stout,4.75
Bahamian Brewery Beverage & Co. Ltd.,4,4,4,Foreign / Export Stout,4,Strong Back Stout,7.6
Fort George Brewery + Public House,4.5,3.5,4,American Double / Imperial Stout,4,Bourbon Barrel Cavatica Stout,8.8
Fort George Brewery + Public House,4,4,3.5,American Double / Imperial IPA,4,OmegaTex Triple IPA,9
Fort George Brewery + Public House,4.5,3.5,4.5,American Double / Imperial IPA,4,Bad Juju,8.5
Fort George Brewery + Public House,5,4.5,4.5,American Double / Imperial IPA,5,Sixteenth Chapel,
Fort George Brewery + Public House,4,4,4,American Double / Imperial Stout,4,Cavatica Stout,8.8
Widmer Brothers Brewing Company,4.5,4,5,Russian Imperial Stout,4,W'11 (KGB Imperial Stout),9.3
Brewery Ommegang,5,4.5,5,Flanders Red Ale,5,Ommegang Rouge,5.5
Mad River Brewing Company,4.5,4.5,4,American Barleywine,4.5,John Barleycorn - Bourbon Barrel Aged,12.5
Mad River Brewing Company,4.5,4.5,3,American Barleywine,4.5,John Barleycorn - Brandy Barrel Aged,
Mad River Brewing Company,5,5,5,American Wild Ale,5,Le Peche,7.5
Mad River Brewing Company,4,4,3,American Barleywine,4.5,John Barleycorn - Port Barrel Aged,11
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4,4.5,4.5,American Barleywine,4,# 100,10
Widmer Brothers Brewing Company,4,4,4,American Barleywine,4,Old Embalmer,11
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4.5,5,4,Russian Imperial Stout,4.5,Dark Horizon 1st Edition,16
BrewDog,4,4,3,American Double / Imperial IPA,4,Hardcore IPA,9
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4.5,3.5,5,American Barleywine,4.5,Andhrímnir Barley Wine,10
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4,4,3.5,Russian Imperial Stout,3.5,Dark Horizon 3rd Edition,15.5
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4,4,4.5,Belgian IPA,3.5,India-style Saison,7.5
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4,4,4,Russian Imperial Stout,4,Imperial Stout Highland Edition,9
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4,4,4,American Double / Imperial Stout,4,Sweet Horizon,14
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4.5,4.5,4,Russian Imperial Stout,4.5,Dark Horizon 2nd Edition,17.5
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4,4,4,American Double / Imperial IPA,4,Doppelt IPA - Double India Pale Ale,8
Nøgne Ø - Det Kompromissløse Bryggeri A/S,4.5,4.5,4,American Double / Imperial IPA,4.5,Imperial India Pale Ale #500,10
Lazy Boy Brewing,4.5,4,4,American Double / Imperial IPA,4,Lazy Boy The Stranger Big Double Trouble IPA,8.5
Root Cellar Cafe / Darkside Fermentation,4,4.5,4,American Wild Ale,3.5,Summer Sour,
Root Cellar Cafe / Darkside Fermentation,4,4,4,Quadrupel (Quad),4,Quadrupel,11
Root Cellar Cafe / Darkside Fermentation,4,4,3.5,Quadrupel (Quad),3.5,Mark Of The Yeast,11
NINE G Brewing Company,4.5,4.5,4.5,American Double / Imperial IPA,5,Infidel Imperial IPA,8.4
Picobrouwerij Alvinne / Den Bierzolder,4,4.5,4,American Wild Ale,4.5,Wild Undressed,5.2
Brewery Ommegang,5,4.5,4,American Wild Ale,4.5,Ommegeddon,8
